지점,지점명,일시,기온,풍속,습도,해면기압
232,천안,2021-08-23 22:00,21,2.8,99,1006.2
232,천안,2021-08-23 23:00,20.8,3.3,99,1005.2
232,천안,2021-08-24 0:00,21.1,1.8,99,1004.6
232,천안,2021-08-24 1:00,21.3,1.9,99,1003.1
232,천안,2021-08-24 2:00,21.3,2.6,99,1002.2
232,천안,2021-08-24 3:00,21.5,1.3,99,1002.5
232,천안,2021-08-24 4:00,21.3,1,99,1001.8
232,천안,2021-08-24 5:00,21.1,1.7,99,1001.7
232,천안,2021-08-24 6:00,21.4,0.9,99,1002
232,천안,2021-08-24 7:00,21.4,1.9,99,1000.9
232,천안,2021-08-24 8:00,21.9,1.3,99,1000.2
232,천안,2021-08-24 9:00,22.2,1.8,99,999.5
232,천안,2021-08-24 10:00,22.9,2,99,999.8
232,천안,2021-08-24 11:00,24.6,1.5,97,999.3
232,천안,2021-08-24 12:00,25.9,2.9,88,998.6
232,천안,2021-08-24 13:00,26.6,1.5,89,998.5
232,천안,2021-08-24 14:00,26.8,2.1,89,998.7
232,천안,2021-08-24 15:00,26.8,2.5,89,998.8
232,천안,2021-08-24 16:00,27.8,2.3,86,998.8
232,천안,2021-08-24 17:00,26.9,2.4,91,999.4
232,천안,2021-08-24 18:00,26.5,3.2,82,1000.6
232,천안,2021-08-24 19:00,25.9,2.9,82,1001.7
232,천안,2021-08-24 20:00,25.3,2.2,86,1002.6
232,천안,2021-08-24 21:00,24.3,0.8,91,1003.7
232,천안,2021-08-24 22:00,24.7,1.8,86,1004.7
232,천안,2021-08-24 23:00,24,0.9,91,1005.3
232,천안,2021-08-25 0:00,23.4,0.9,96,1005.8
232,천안,2021-08-25 1:00,22.7,0.4,99,1006
232,천안,2021-08-25 2:00,22.3,0.1,99,1005.6
232,천안,2021-08-25 3:00,22,0.4,99,1006
232,천안,2021-08-25 4:00,22.2,0.9,99,1006.1
232,천안,2021-08-25 5:00,22,1.4,99,1006.2
232,천안,2021-08-25 6:00,22,0.6,99,1006.6
232,천안,2021-08-25 7:00,22.2,1.1,99,1006.5
232,천안,2021-08-25 8:00,22.9,0.4,99,1007.2
232,천안,2021-08-25 9:00,23.2,0.5,99,1007.1
232,천안,2021-08-25 10:00,23.1,1.1,99,1007.6
232,천안,2021-08-25 11:00,23.5,0.5,99,1007.6
232,천안,2021-08-25 12:00,23.8,1.4,99,1007.6
232,천안,2021-08-25 13:00,21.9,0.7,99,1007.7
232,천안,2021-08-25 14:00,22.2,0.6,99,1007.7
232,천안,2021-08-25 15:00,22.5,0.9,99,1007.3
232,천안,2021-08-25 16:00,23.4,1.8,98,1006.9
232,천안,2021-08-25 17:00,23,1.6,99,1007
232,천안,2021-08-25 18:00,22.8,0.1,99,1007.9
232,천안,2021-08-25 19:00,22.6,0.8,99,1007.9
232,천안,2021-08-25 20:00,22.5,0.3,99,1008.6
232,천안,2021-08-25 21:00,22.4,0.3,99,1009.1
232,천안,2021-08-25 22:00,22.2,0,99,1009.8
232,천안,2021-08-25 23:00,21.9,0.4,99,1010
232,천안,2021-08-26 0:00,21.8,0,99,1010.4
232,천안,2021-08-26 1:00,21.8,0,99,1010.5
232,천안,2021-08-26 2:00,21.8,0,99,1010.6
232,천안,2021-08-26 3:00,21.8,0.3,99,1011.3
232,천안,2021-08-26 4:00,21.9,0,99,1011.8
232,천안,2021-08-26 5:00,21.6,0,99,1012.2
232,천안,2021-08-26 6:00,21.5,0.8,99,1012.6
232,천안,2021-08-26 7:00,21.3,0.5,99,1013.4
232,천안,2021-08-26 8:00,22.2,0.3,99,1014
232,천안,2021-08-26 9:00,23.6,1.3,96,1013.8
232,천안,2021-08-26 10:00,24.3,0.1,91,1014.2
232,천안,2021-08-26 11:00,24.9,1,87,1014.1
232,천안,2021-08-26 12:00,25.7,0.8,86,1014
232,천안,2021-08-26 13:00,26.6,1.6,80,1013.9
232,천안,2021-08-26 14:00,27.4,1.1,78,1013.4
232,천안,2021-08-26 15:00,26.7,1.5,81,1013.3
232,천안,2021-08-26 16:00,26.6,1.1,83,1012.9
232,천안,2021-08-26 17:00,26.5,0.8,84,1013.4
232,천안,2021-08-26 18:00,26.4,1.1,88,1013.5
232,천안,2021-08-26 19:00,25.5,0.5,93,1013.7
232,천안,2021-08-26 20:00,24.6,0.3,99,1014.2
232,천안,2021-08-26 21:00,24.1,0.1,99,1014.6
232,천안,2021-08-26 22:00,23.8,0.1,99,1014.6
232,천안,2021-08-26 23:00,23.3,0,99,1014.4
232,천안,2021-08-27 0:00,22.9,0,99,1014.3
232,천안,2021-08-27 1:00,22.5,0,99,1014.2
232,천안,2021-08-27 2:00,22.2,0,99,1014
232,천안,2021-08-27 3:00,22.3,0,99,1013.9
232,천안,2021-08-27 4:00,22.5,0,99,1013.7
232,천안,2021-08-27 5:00,22.9,0.2,99,1013.6
232,천안,2021-08-27 6:00,22.8,0,99,1013.7
232,천안,2021-08-27 7:00,23.1,1.2,99,1013.6
232,천안,2021-08-27 8:00,23.9,0,99,1013.2
232,천안,2021-08-27 9:00,24,0.1,99,1013.8
232,천안,2021-08-27 10:00,21.5,1.4,88,1014.2
232,천안,2021-08-27 11:00,19.8,0.6,99,1014.8
232,천안,2021-08-27 12:00,19.5,0.7,99,1014.7
232,천안,2021-08-27 13:00,19.6,0.1,99,1014.3
232,천안,2021-08-27 14:00,19.7,0,99,1014.3
232,천안,2021-08-27 15:00,20.4,0.8,99,1013.9
232,천안,2021-08-27 16:00,20.5,2.7,99,1013
232,천안,2021-08-27 17:00,20.7,1.6,97,1013.3
232,천안,2021-08-27 18:00,20.6,0.8,99,1014
232,천안,2021-08-27 19:00,20.2,0.6,99,1013.6
232,천안,2021-08-27 20:00,20.2,0.7,99,1014.7
232,천안,2021-08-27 21:00,19.9,0.5,99,1014.8
232,천안,2021-08-27 22:00,19.4,0.5,99,1015.1
232,천안,2021-08-27 23:00,18.7,0,99,1015.3
232,천안,2021-08-28 0:00,18.3,0,99,1015.3
232,천안,2021-08-28 1:00,18.6,0,99,1015.4
232,천안,2021-08-28 2:00,18.5,0.2,99,1015.4
232,천안,2021-08-28 3:00,18,0,99,1015.5
232,천안,2021-08-28 4:00,18.2,0.1,99,1015.7
232,천안,2021-08-28 5:00,18.1,0.7,99,1015.8
232,천안,2021-08-28 6:00,18.2,0,99,1016.4
232,천안,2021-08-28 7:00,18.5,0,99,1016.6
232,천안,2021-08-28 8:00,18.9,0.6,99,1016.3
232,천안,2021-08-28 9:00,20.9,0.3,99,1015.8
232,천안,2021-08-28 10:00,22.3,1.4,89,1016.1
232,천안,2021-08-28 11:00,23.7,1.5,85,1015.6
232,천안,2021-08-28 12:00,24.7,0.7,77,1015.3
232,천안,2021-08-28 13:00,24.8,0.8,78,1015.4
232,천안,2021-08-28 14:00,24.5,0.7,81,1015.4
232,천안,2021-08-28 15:00,24.4,0.9,84,1015.3
232,천안,2021-08-28 16:00,24.6,0.4,84,1014.8
232,천안,2021-08-28 17:00,25.4,0.7,78,1014.7
232,천안,2021-08-28 18:00,24.4,1.2,86,1014
232,천안,2021-08-28 19:00,23,0,98,1014.3
232,천안,2021-08-28 20:00,22.3,0,99,1014.6
232,천안,2021-08-28 21:00,21.5,0,99,1015.3
232,천안,2021-08-28 22:00,21,0,99,1015.3
232,천안,2021-08-28 23:00,20.6,0,99,1015.3
232,천안,2021-08-29 0:00,20.7,0,99,1015.6
232,천안,2021-08-29 1:00,20.6,0,99,1015.5
232,천안,2021-08-29 2:00,20.6,0.3,99,1014.9
232,천안,2021-08-29 3:00,20.7,0,99,1014.6
232,천안,2021-08-29 4:00,20,1.8,99,1014.6
232,천안,2021-08-29 5:00,18.3,0.6,99,1014.5
232,천안,2021-08-29 6:00,17.8,0.1,99,1015
232,천안,2021-08-29 7:00,18.1,1.4,99,1015
232,천안,2021-08-29 8:00,18.3,0.3,99,1015.6
232,천안,2021-08-29 9:00,18.6,0,99,1015.6
232,천안,2021-08-29 10:00,19.4,1,99,1015.8
232,천안,2021-08-29 11:00,20.5,1.3,94,1015.7
232,천안,2021-08-29 12:00,22.6,2.6,77,1014.9
232,천안,2021-08-29 13:00,24,1.2,67,1014.7
232,천안,2021-08-29 14:00,25.4,1.5,69,1014.2
232,천안,2021-08-29 15:00,25.8,1.4,66,1013.8
232,천안,2021-08-29 16:00,26.5,2.4,61,1013.5
232,천안,2021-08-29 17:00,26.5,1.4,62,1013.7
232,천안,2021-08-29 18:00,25.2,1.2,67,1014.2
232,천안,2021-08-29 19:00,22.8,0.9,82,1014.4
232,천안,2021-08-29 20:00,21.3,0.6,99,1015.4
232,천안,2021-08-29 21:00,20.8,0.4,99,1016
232,천안,2021-08-29 22:00,20.8,0.3,99,1016.2
232,천안,2021-08-29 23:00,20.2,0.3,99,1016.3
232,천안,2021-08-30 0:00,19.9,0,99,1016.5
232,천안,2021-08-30 1:00,19.7,0.1,99,1016.3
232,천안,2021-08-30 2:00,19.1,0.1,99,1016.3
232,천안,2021-08-30 3:00,19.1,0,99,1016.3
232,천안,2021-08-30 4:00,19,0.1,99,1016.3
232,천안,2021-08-30 5:00,18.9,0,99,1016.7
232,천안,2021-08-30 6:00,18.8,0,99,1017
232,천안,2021-08-30 7:00,19.2,0,99,1017.4
232,천안,2021-08-30 8:00,19.7,0,99,1017.6
232,천안,2021-08-30 9:00,20.3,0.9,99,1017.6
232,천안,2021-08-30 10:00,21.8,0.5,99,1017.8
232,천안,2021-08-30 11:00,22.9,0,95,1017.7
232,천안,2021-08-30 12:00,23.3,0.9,93,1017.5
232,천안,2021-08-30 13:00,23.9,0.5,87,1017.2
232,천안,2021-08-30 14:00,24.4,0.6,84,1016.4
232,천안,2021-08-30 15:00,24.3,0.6,86,1016.2
232,천안,2021-08-30 16:00,24.6,0.7,81,1016
232,천안,2021-08-30 17:00,24.4,0,85,1016.6
232,천안,2021-08-30 18:00,23.7,0,91,1016.9
232,천안,2021-08-30 19:00,22.8,0,99,1017.2
232,천안,2021-08-30 20:00,22.2,0,99,1017.3
232,천안,2021-08-30 21:00,21.7,0.2,99,1017.2
232,천안,2021-08-30 22:00,21.1,0.1,99,1017.3
232,천안,2021-08-30 23:00,20.8,0,99,1017.9
232,천안,2021-08-31 0:00,20.8,0,99,1017.3
232,천안,2021-08-31 1:00,20.6,0.5,99,1017.2
232,천안,2021-08-31 2:00,20.8,0.7,99,1017.1
232,천안,2021-08-31 3:00,20.7,0,99,1016.8
232,천안,2021-08-31 4:00,20.6,0,99,1016.5
232,천안,2021-08-31 5:00,20.5,0.4,99,1016.9
232,천안,2021-08-31 6:00,20.5,0.3,99,1017.2
232,천안,2021-08-31 7:00,20.9,1.1,99,1017.2
232,천안,2021-08-31 8:00,21.1,0,99,1017.5
232,천안,2021-08-31 9:00,21.7,0.1,99,1017
232,천안,2021-08-31 10:00,22.5,1.7,98,1016.8
232,천안,2021-08-31 11:00,23.3,1.8,86,1016.3
232,천안,2021-08-31 12:00,23.4,1.6,70,1015.6
232,천안,2021-08-31 13:00,23.6,2.1,75,1015
232,천안,2021-08-31 14:00,23.9,2.1,75,1014.4
232,천안,2021-08-31 15:00,23.9,0.1,81,1014.3
232,천안,2021-08-31 16:00,23.7,1.4,80,1014.6
232,천안,2021-08-31 17:00,22.1,3.6,88,1014.7
232,천안,2021-08-31 18:00,20.5,3.2,91,1014.7
232,천안,2021-08-31 19:00,20,1.6,97,1014.4
232,천안,2021-08-31 20:00,19.7,0.9,99,1014.6
232,천안,2021-08-31 21:00,19.5,1.1,99,1014
232,천안,2021-08-31 22:00,20.1,1.2,99,1013.1
232,천안,2021-08-31 23:00,20.8,1.4,99,1012.3
232,천안,2021-09-01 0:00,20.9,2.2,99,1010.8
232,천안,2021-09-01 1:00,21.7,2.4,99,1010
232,천안,2021-09-01 2:00,21.6,1.7,99,1009.6
232,천안,2021-09-01 3:00,21.8,0.6,99,1009.6
232,천안,2021-09-01 4:00,21.8,1.3,99,1009.6
232,천안,2021-09-01 5:00,21.9,1.4,99,1009.1
232,천안,2021-09-01 6:00,21.8,2.7,99,1008.2
232,천안,2021-09-01 7:00,22,2.3,99,1008.2
232,천안,2021-09-01 8:00,22.1,1.5,99,1008.6
232,천안,2021-09-01 9:00,21.7,2.4,99,1009
232,천안,2021-09-01 10:00,22.3,0.8,99,1009.8
232,천안,2021-09-01 11:00,22,1.1,99,1009.8
232,천안,2021-09-01 12:00,22.7,1.4,97,1009.8
232,천안,2021-09-01 13:00,22.7,1.2,97,1009.9
232,천안,2021-09-01 14:00,22.8,1.8,93,1009.6
232,천안,2021-09-01 15:00,22.7,2.6,92,1009.3
232,천안,2021-09-01 16:00,22.2,2.3,94,1009.4
232,천안,2021-09-01 17:00,22,2.6,94,1009.7
232,천안,2021-09-01 18:00,22.1,1.7,94,1009.9
232,천안,2021-09-01 19:00,21.8,0.8,95,1010.1
232,천안,2021-09-01 20:00,21.6,1,98,1010.6
232,천안,2021-09-01 21:00,21.4,1.2,97,1011.1
232,천안,2021-09-01 22:00,21.4,0.9,96,1011.2
232,천안,2021-09-01 23:00,21.2,1.3,98,1011.1
232,천안,2021-09-02 0:00,21.4,1.3,96,1011.5
232,천안,2021-09-02 1:00,21,1.3,98,1011.2
232,천안,2021-09-02 2:00,20.8,1,99,1011.1
232,천안,2021-09-02 3:00,20.7,1.5,99,1010.9
232,천안,2021-09-02 4:00,20.7,1.7,98,1010.8
232,천안,2021-09-02 5:00,20.6,1.4,99,1011
232,천안,2021-09-02 6:00,20.9,1.9,95,1011.3
232,천안,2021-09-02 7:00,21,1.7,93,1011.6
232,천안,2021-09-02 8:00,21.8,2.5,88,1011.3
232,천안,2021-09-02 9:00,23.5,2.8,72,1011.6
232,천안,2021-09-02 10:00,23.8,3.8,69,1012.3
232,천안,2021-09-02 11:00,24.3,2.3,69,1011.8
232,천안,2021-09-02 12:00,24.9,3.7,62,1011.4
232,천안,2021-09-02 13:00,24.4,2.8,64,1011.2
232,천안,2021-09-02 14:00,24.8,3.6,65,1010.2
232,천안,2021-09-02 15:00,24.9,2.7,68,1009.7
232,천안,2021-09-02 16:00,24.8,1.9,71,1009.4
232,천안,2021-09-02 17:00,25,2.5,71,1009.1
232,천안,2021-09-02 18:00,24.2,3,75,1009.1
232,천안,2021-09-02 19:00,23.3,2.3,78,1009.3
232,천안,2021-09-02 20:00,22,1.2,87,1010.1
232,천안,2021-09-02 21:00,21,1,92,1010.5
232,천안,2021-09-02 22:00,20.2,0.3,99,1010.6
232,천안,2021-09-02 23:00,19.9,0.5,99,1010.4
232,천안,2021-09-03 0:00,20,1,99,1010.1
232,천안,2021-09-03 1:00,19.3,0,99,1010.1
232,천안,2021-09-03 2:00,18.9,0.7,99,1009.6
232,천안,2021-09-03 3:00,18.6,0.8,99,1009.7
232,천안,2021-09-03 4:00,18.5,1.2,99,1009.6
232,천안,2021-09-03 5:00,19.2,1.8,98,1009.4
232,천안,2021-09-03 6:00,19.3,1.1,98,1009.8
232,천안,2021-09-03 7:00,19.7,0.7,96,1010.1
232,천안,2021-09-03 8:00,21.1,1.3,86,1010.1
232,천안,2021-09-03 9:00,22.9,2.4,73,1010.2
232,천안,2021-09-03 10:00,23.8,2.8,64,1010.4
232,천안,2021-09-03 11:00,24.6,2.4,61,1010.3
232,천안,2021-09-03 12:00,25.5,2.6,57,1009.9
232,천안,2021-09-03 13:00,26.4,2.8,57,1009.6
232,천안,2021-09-03 14:00,26.9,2.5,56,1009.3
232,천안,2021-09-03 15:00,27.6,2.3,51,1008.8
232,천안,2021-09-03 16:00,27.2,2.2,51,1008.8
232,천안,2021-09-03 17:00,27.4,2.3,51,1009.2
232,천안,2021-09-03 18:00,25.3,1.2,63,1009.6
232,천안,2021-09-03 19:00,23.8,0.8,75,1010.1
232,천안,2021-09-03 20:00,21.9,0.1,92,1010.7
232,천안,2021-09-03 21:00,21.3,0.4,95,1011.8
232,천안,2021-09-03 22:00,20.2,0,99,1012.3
232,천안,2021-09-03 23:00,19.8,0,99,1012.9
232,천안,2021-09-04 0:00,19.4,1,99,1013.3
232,천안,2021-09-04 1:00,18.7,0.7,99,1013.7
232,천안,2021-09-04 2:00,18.3,0.7,99,1013.8
232,천안,2021-09-04 3:00,17.6,1.4,99,1014.1
232,천안,2021-09-04 4:00,17.2,0.5,99,1014.4
232,천안,2021-09-04 5:00,16.9,1,99,1014.5
232,천안,2021-09-04 6:00,16.8,1.9,99,1014.6
232,천안,2021-09-04 7:00,17.1,0.8,99,1015.3
232,천안,2021-09-04 8:00,19.2,0.5,86,1015.6
232,천안,2021-09-04 9:00,21.2,3.5,69,1015.8
232,천안,2021-09-04 10:00,22.1,2.9,67,1016.1
232,천안,2021-09-04 11:00,23.2,2.4,66,1016.1
232,천안,2021-09-04 12:00,24.4,1.7,65,1015.9
232,천안,2021-09-04 13:00,25.2,2.5,59,1015.5
232,천안,2021-09-04 14:00,26.8,2.1,54,1015.4
232,천안,2021-09-04 15:00,26.2,2.2,52,1015.5
232,천안,2021-09-04 16:00,26,2.4,55,1015.5
232,천안,2021-09-04 17:00,26.1,2.8,56,1015.5
232,천안,2021-09-04 18:00,25,1.8,62,1015.6
232,천안,2021-09-04 19:00,23.6,0.8,68,1016.2
232,천안,2021-09-04 20:00,21.2,1.1,88,1016.7
232,천안,2021-09-04 21:00,20.2,1.2,93,1017.6
232,천안,2021-09-04 22:00,21.3,1.5,82,1017.6
232,천안,2021-09-04 23:00,19.8,1.9,91,1017.8
232,천안,2021-09-05 0:00,19.9,1.1,88,1018.2
232,천안,2021-09-05 1:00,18.4,1.5,93,1018.5
232,천안,2021-09-05 2:00,18.5,1.8,88,1018.2
232,천안,2021-09-05 3:00,18.2,2,87,1018
232,천안,2021-09-05 4:00,17.1,1.5,92,1018.3
232,천안,2021-09-05 5:00,16.7,0.8,92,1018.6
232,천안,2021-09-05 6:00,16.4,1.3,94,1018.9
232,천안,2021-09-05 7:00,17,1.8,91,1019.4
232,천안,2021-09-05 8:00,19,1.7,81,1019.2
232,천안,2021-09-05 9:00,20.7,2.2,72,1019.5
232,천안,2021-09-05 10:00,22.2,2.7,67,1019.5
232,천안,2021-09-05 11:00,22.9,3,66,1019.5
232,천안,2021-09-05 12:00,23.2,2.8,69,1019
232,천안,2021-09-05 13:00,24.2,2.7,65,1018.4
232,천안,2021-09-05 14:00,24.5,2.9,65,1018.4
232,천안,2021-09-05 15:00,24.4,2.2,68,1018
232,천안,2021-09-05 16:00,24.6,1.8,68,1018.4
232,천안,2021-09-05 17:00,23.6,1.2,80,1018.5
232,천안,2021-09-05 18:00,23.2,1.4,81,1018.8
232,천안,2021-09-05 19:00,22.1,1.4,86,1018.9
232,천안,2021-09-05 20:00,21.4,0.7,94,1019.6
232,천안,2021-09-05 21:00,20.4,1.5,99,1020.3
232,천안,2021-09-05 22:00,19.8,1.1,99,1020.6
232,천안,2021-09-05 23:00,19,1.4,99,1020.2
232,천안,2021-09-06 0:00,18.4,1.3,99,1020.7
232,천안,2021-09-06 1:00,18.2,0,99,1020.8
232,천안,2021-09-06 2:00,17.5,0,99,1020.6
232,천안,2021-09-06 3:00,17.2,0.6,99,1020.1
232,천안,2021-09-06 4:00,17.4,1.6,99,1019.6
232,천안,2021-09-06 5:00,17.6,1.8,99,1019.4
232,천안,2021-09-06 6:00,18.2,1.1,94,1019.3
232,천안,2021-09-06 7:00,18.2,2,96,1019.2
232,천안,2021-09-06 8:00,19.4,2,89,1019.2
232,천안,2021-09-06 9:00,20.8,2.7,80,1019.2
232,천안,2021-09-06 10:00,22.5,4.6,72,1019.1
232,천안,2021-09-06 11:00,23.4,3.3,72,1018.5
232,천안,2021-09-06 12:00,24.6,5.9,62,1017.8
232,천안,2021-09-06 13:00,24.3,5.8,63,1017.1
232,천안,2021-09-06 14:00,24.2,5.2,66,1016.2
232,천안,2021-09-06 15:00,24.2,4.4,62,1015.9
232,천안,2021-09-06 16:00,22.6,3.5,72,1015.8
232,천안,2021-09-06 17:00,21.9,1.9,81,1016.1
232,천안,2021-09-06 18:00,20,1.7,98,1015.6
232,천안,2021-09-06 19:00,19.7,2.7,95,1015.7
232,천안,2021-09-06 20:00,18.3,2.4,99,1016.5
232,천안,2021-09-06 21:00,18.1,2.7,99,1016.8
232,천안,2021-09-06 22:00,18.1,3.8,99,1016.2
232,천안,2021-09-06 23:00,18,2.3,99,1016.1
232,천안,2021-09-07 0:00,18.2,3,99,1015.4
232,천안,2021-09-07 1:00,18.3,2.7,99,1014.6
232,천안,2021-09-07 2:00,18.5,3,99,1013.7
232,천안,2021-09-07 3:00,18.5,2.3,99,1013.2
232,천안,2021-09-07 4:00,18.5,1.5,99,1012.7
232,천안,2021-09-07 5:00,18.7,1.2,99,1012
232,천안,2021-09-07 6:00,18.6,1.2,99,1011.6
232,천안,2021-09-07 7:00,18.8,1.6,99,1011.5
232,천안,2021-09-07 8:00,19.1,0.7,99,1011.1
232,천안,2021-09-07 9:00,19.7,1.7,99,1010.8
232,천안,2021-09-07 10:00,20.3,1.2,99,1010.8
232,천안,2021-09-07 11:00,20.5,1.8,99,1010.1
232,천안,2021-09-07 12:00,20.5,1.8,99,1009.6
232,천안,2021-09-07 13:00,20.7,1,99,1008.9
232,천안,2021-09-07 14:00,20.9,0.6,99,1008.1
232,천안,2021-09-07 15:00,21.2,1,99,1007.2
232,천안,2021-09-07 16:00,22.1,0.8,99,1006.9
232,천안,2021-09-07 17:00,22.3,1.1,99,1006.7
232,천안,2021-09-07 18:00,22.8,0.9,99,1006.7
232,천안,2021-09-07 19:00,22,1.1,99,1006.9
232,천안,2021-09-07 20:00,21.2,1.3,99,1007.5
232,천안,2021-09-07 21:00,20.8,0.7,99,1008.4
232,천안,2021-09-07 22:00,20.5,0.7,99,1008.6
232,천안,2021-09-07 23:00,20.1,0.1,99,1008.7
232,천안,2021-09-08 0:00,20.1,0,99,1008.7
232,천안,2021-09-08 1:00,20,0.9,99,1008.8
232,천안,2021-09-08 2:00,20,1.6,99,1008.8
232,천안,2021-09-08 3:00,19.8,2.9,99,1008.9
232,천안,2021-09-08 4:00,19.6,2.5,99,1009.2
232,천안,2021-09-08 5:00,19.6,1.3,99,1009.6
232,천안,2021-09-08 6:00,19.3,1,99,1010.1
232,천안,2021-09-08 7:00,19.3,0.3,99,1010.8
232,천안,2021-09-08 8:00,19.6,0.7,99,1011.3
232,천안,2021-09-08 9:00,20.5,1.1,93,1011.4
232,천안,2021-09-08 10:00,22.2,1.5,82,1011.7
232,천안,2021-09-08 11:00,22.5,1.8,80,1012
232,천안,2021-09-08 12:00,23,1.5,78,1011.6
232,천안,2021-09-08 13:00,24.3,1.4,72,1011.2
232,천안,2021-09-08 14:00,25.5,2.3,64,1011.1
232,천안,2021-09-08 15:00,26,1.8,61,1010.9
232,천안,2021-09-08 16:00,26.1,1.8,62,1011
232,천안,2021-09-08 17:00,25.5,1.6,62,1011.3
232,천안,2021-09-08 18:00,24.3,1.5,66,1011.6
232,천안,2021-09-08 19:00,21,0.4,86,1012.1
232,천안,2021-09-08 20:00,19.7,0.5,95,1012.8
232,천안,2021-09-08 21:00,18.5,0.1,99,1013.6
232,천안,2021-09-08 22:00,17.8,0.5,99,1013.9
232,천안,2021-09-08 23:00,17.2,0.5,99,1014.3
232,천안,2021-09-09 0:00,16.8,0,99,1014.7
232,천안,2021-09-09 1:00,16.2,0,99,1015
232,천안,2021-09-09 2:00,16,0,99,1015.1
232,천안,2021-09-09 3:00,15.6,0,99,1015.4
232,천안,2021-09-09 4:00,15.4,0,99,1015.5
232,천안,2021-09-09 5:00,15.6,0,99,1015.6
232,천안,2021-09-09 6:00,15.4,0.7,99,1016
232,천안,2021-09-09 7:00,15.8,0,99,1016.3
232,천안,2021-09-09 8:00,16.6,0.7,99,1016.3
232,천안,2021-09-09 9:00,17.7,0.8,99,1016.1
232,천안,2021-09-09 10:00,20.5,1.5,94,1015.9
232,천안,2021-09-09 11:00,22.9,1.7,79,1015.5
232,천안,2021-09-09 12:00,25,1.4,64,1014.9
232,천안,2021-09-09 13:00,26.5,1.3,61,1014.4
232,천안,2021-09-09 14:00,26.3,2.1,54,1014
232,천안,2021-09-09 15:00,26.6,1.1,52,1013.7
232,천안,2021-09-09 16:00,26.8,0.6,54,1013.6
232,천안,2021-09-09 17:00,26.7,1.1,48,1013.7
232,천안,2021-09-09 18:00,24.1,0.3,68,1013.6
232,천안,2021-09-09 19:00,21.5,0.4,91,1014
232,천안,2021-09-09 20:00,20.5,0,91,1014.6
232,천안,2021-09-09 21:00,19.5,0,99,1014.8
232,천안,2021-09-09 22:00,18.9,0,99,1014.8
232,천안,2021-09-09 23:00,18.3,0.7,99,1015.1
232,천안,2021-09-10 0:00,17.8,0.8,99,1014.9
232,천안,2021-09-10 1:00,17.8,0,99,1015.2
232,천안,2021-09-10 2:00,17.7,0.5,99,1014.9
232,천안,2021-09-10 3:00,17.5,0.3,99,1015.1
232,천안,2021-09-10 4:00,17.6,0,99,1015.3
232,천안,2021-09-10 5:00,17.4,0,99,1014.9
232,천안,2021-09-10 6:00,17.5,0.4,99,1014.6
232,천안,2021-09-10 7:00,17.6,0.3,99,1014.9
232,천안,2021-09-10 8:00,18.6,0.5,99,1015.1
232,천안,2021-09-10 9:00,20.3,0.3,98,1015.2
232,천안,2021-09-10 10:00,22.2,1.3,91,1015.3
232,천안,2021-09-10 11:00,24.9,1.3,80,1015
232,천안,2021-09-10 12:00,25.4,1.7,71,1014.3
232,천안,2021-09-10 13:00,26.7,1.3,66,1013.4
232,천안,2021-09-10 14:00,26.6,1.2,64,1013
232,천안,2021-09-10 15:00,26.1,1,71,1012.8
232,천안,2021-09-10 16:00,26.2,1.3,71,1012.6
232,천안,2021-09-10 17:00,25.8,0.9,75,1012.7
232,천안,2021-09-10 18:00,25.8,2,75,1012.8
232,천안,2021-09-10 19:00,24.2,1.2,80,1013.5
232,천안,2021-09-10 20:00,23,1.3,88,1014.3
232,천안,2021-09-10 21:00,21.7,0.2,96,1014.7
232,천안,2021-09-10 22:00,20.8,0.3,99,1014.7
232,천안,2021-09-10 23:00,20.2,0,99,1014.8
232,천안,2021-09-11 0:00,19.6,0.4,99,1015
232,천안,2021-09-11 1:00,19,0,99,1015
232,천안,2021-09-11 2:00,18.4,0,99,1014.9
232,천안,2021-09-11 3:00,18.4,0,99,1015.1
232,천안,2021-09-11 4:00,18.3,0.3,99,1015.1
232,천안,2021-09-11 5:00,18.4,0.2,99,1015.3
232,천안,2021-09-11 6:00,18.4,0,99,1015.3
232,천안,2021-09-11 7:00,18.4,0,99,1015.4
232,천안,2021-09-11 8:00,18.8,0,99,1015.1
232,천안,2021-09-11 9:00,19.9,0,99,1015.3
232,천안,2021-09-11 10:00,21.8,1.3,99,1015
232,천안,2021-09-11 11:00,25,1.5,75,1014.6
232,천안,2021-09-11 12:00,25.9,1.3,64,1014
232,천안,2021-09-11 13:00,26.7,1.7,64,1013.5
232,천안,2021-09-11 14:00,27.7,0.8,58,1012.6
232,천안,2021-09-11 15:00,28.5,1.2,54,1011.6
232,천안,2021-09-11 16:00,28.4,1.1,53,1011.6
232,천안,2021-09-11 17:00,28.3,0.6,54,1011.4
232,천안,2021-09-11 18:00,26.1,0.8,70,1011.9
232,천안,2021-09-11 19:00,23.5,0.1,85,1012.3
232,천안,2021-09-11 20:00,23.7,0.5,89,1013.5
232,천안,2021-09-11 21:00,22.8,1.9,91,1013.7
232,천안,2021-09-11 22:00,21.9,1,96,1013.4
232,천안,2021-09-11 23:00,20.5,0,99,1012.8
232,천안,2021-09-12 0:00,19.5,0.1,99,1012.5
232,천안,2021-09-12 1:00,18.9,0.1,99,1012.1
232,천안,2021-09-12 2:00,18.4,0.3,99,1012.3
232,천안,2021-09-12 3:00,17.7,0.6,99,1012.8
